opini_dokumen,opini_label
"Dosen yang paling baik dan juara di hati mahasiswa, terimakasih bu (uning lestari,st,m.kom)",p
Tolong fasilitas dan diperbanyak dan diperbaharui lagi,p
"1. ac , proyektor, whiteboard, spidol harus lebih banyak lagi, 2. ubin ganti keramik ",n
Semoga yang belum atau yang masih kurang ac dikelas harus diperhatikan agar menciptakan kondisi yang nyaman saat belajar,p
"Tingkatkan sarana dan prasarana kampus seperti ac, proyektor, wifi",p
Kenyamanan dalam ruang pas kuliah harap ditingkatkan,p
Ac diseluruh ruangan tidak berfungsi jadi harus diganti,n
"Parkiran, saluran air, pembersih kamar mandi di kampus 2",n
"Pertahankan cara dosen yang terkait dalam pemberian materi kuliah (uning lestari,st,m.kom)",p
Perbarui ac,p
"Lebih ditingkatkan lagi dalam proses pembealajaran dan mohon jangan keluar konteks mata kuliah (uning lestari,st,m.kom)",p
"Ac rusal dan bau kotor/berihin donk yang teratur, kelas kotr harus dicat ulang, tambah parkiran, benahi kampus, tambah kampus",n
Terimakasih pak,p
"Agar lebih jelas lagi materi kuliah dengan materi yang diujikan (uning lestari,st,m.kom)",n
Terimakasih pak ,p
"1. ac ditambahkan lagi, 2. proyektornya ganti yang baru, 3. spidol tidak ada isinya ",n
"Ac,lcd, spidol kurang memadai",n
"Fasilitas ruangan tolong ditingkatka lagi, agar nyaman saat berjalan kuliah (uning lestari,st,m.kom)",p
Untuk ditingkatkan lagi cara mengajarnya,p
Fasilitas atm dikampus,p
"Lebih ditingkatkan kualitas mengajarnya lagi tetapi dipertahankan keramahan serta sikap harmonisnya karena menjadi sesuatu yang baik dipandang mahasiswa (uning lestari,st,m.kom) suasana kampus ditingkatkan lagi",p
"1. acnya masih panas, kursinya tolong ganti, 3. lantainya 4. cat ulang dinding dalam kelas, banyak coretan gak jelas, 5.perbanyak wifi, wifi lemot banget ",n
Go green campus,p
"Saran saya sudah mengajar dengan baik, dan dosen lain harus menirunya (uning lestari,st,m.kom)",p
"Acnya diperbaiki kurang dingin, ac dibagian barat kampus dipasang, ujian diganti keramik, supaya kampus diliat lebih enak, cata kampus diganti, kelihatan gak menarik ! tolong dirubah",n
"Lebih serng mengajar seperti ini, agar mahasiswa senang dan menangkap materi dengan baik (uning lestari,st,m.kom)",p
"1. acnya diperbaiki, 2. kursinya tolong diganti",n
Kamar mandi diperbanyak,n
"Wifi, ac dan ytaman untuk kampus 2, cat ulang kampus 1",n
Dosen keren mengetahu segala pemecahan dari permasalahan limbah lain sebagainya saya mendukung bapak menjadi mentri pertahanan,p
Mohon diganti ac diruangan atau ditambah,p
"Kalau kuliah kosong sebaiknya pemberitahuanya sebelum jam kuliah dimulai atau lebih baiknya satu hari sebelumnya (uning lestari,st,m.kom)",p
Terimakasih ada kuisioner lagi kok dipersingkat,p
"Sama dan kami proyektor diganti karena susah untuk dinyalain. kursi praktikum tidak nyaman, siapkan kursi baru, dan kantin saya harap ditambah",n
Kebersihan dan kenyamanan kelas,n
"Kalau bisa tetap kayak gini ya bu (uning lestari,st,m.kom)",p
Cara dalam menerangkan lebih ditingkatkan,p
Perbanyak libur natal,n
"Ruang b2-14 harus dilengkap[i lagi dengan ac,lcd yang bagus",n
"Tingkatkan fasilitas kelas dan ketersediaan diktat dan modul karya dosen ir. muhammad yusuf, mt.",p
"Kursi, dinding perlu diperbaharui ",n
Perbaikan sarana di ruang kelas dan layanan free internet untuk mahasiswa,p
"Bangku sudah banyak yang tidak layak dipakai, harap bisa diganti, wifi kurang lancar",n
Fasilitas dalam kelas kurang baik,n
"Agar perbaiki atap kampus, agar jika hujan tidak bocor !!!, perbaiki kursi dan tulisan2 yang ada dikursi (yang dicorat-coret dengan kata yang kotor)",p
"Ini baru yang namanya dosen pak ir. muhammad yusuf, mt. sebagai tauladan untuk dosen lainnya, orang baik nayak yang suka ",p
"Spidol harus diisi, lcd proyektor harus ada ac, papan tulis harus bersih, tolong dilengkapi fasilitas kita, bikin hotspot area dilarang merokok, kasihan yang cewek dan yang tidak merokok menderita akibat asap rokok",n
"Beliau adalah tauladan bagi kami, semoga dapat dicontoh oleh para pengajar yang lain, panjang umur ya pak ir. muhammad yusuf, mt.",p
"Lcd sering rusak tolong diperbaiki, spidol ditambah karena sering habis.",n
Ruangan harap diberi ac,p
Acnya kurang dingin semoga juga perbaikio baa dalam pelayanan ,n
"Lcd kualitasnya buruk, perlu diganti dengan kualitas gambar tinggi, ac tidak berfungsi, dinding ruang b2-14 pintunya terlalu seret/keras",n
"Ac ditambah karena panas. kurang modul atau diktat dosen, elearningnya ga jalan, susah diakses, banyakan fasilitas atau ruang publik buat mahasiswa",n
Fasilitasnya tolong diperbaiki lagi wifi jangan pelit2,n
Perbaiki fasilitas kampus seperti wifi yang susah conect,p
Wc kotor,n
Kurangnya pendingin dikelas,n
Ruang kelas panas,n
Tolong acnya ditambah,n
Perbaiki fasilitas ruang kelas,p
Ajib,p
"Perbaiki fasilitas kelas, perbanyak ac diruangan",p
Kenyamanan penunjang mahasiswa diperbaiki dan ditambah,p
Perlu adanya ketertiban dikelas,p
"Sangat senang dengan cara mengajarnya lanjutkan pak ir. muhammad yusuf, mt.",p
Demi kenyamanan bersama perlu ditingkatkan fasilitas pendingin ruangan,p
"Tempat berkumpul mahasiswa dan hotspot area kurang, peningkatan mahasiswa tidak sebanding dengan penambahan fasilitas",p
"Kenapa ada atribut yang dihilangkan taman, kawan bebas rokok kemana?",n
Tempat berkumpul untuk mahasiswa ditambah dan diberi taman,p
Fasilitas ruangan kurang layak,n
Sarana dan prasarana lebih lebih baik lagi,p
"Manfaatkan sarana dan prasarana kampus fasilitas perlu diperbaiki, gedung dan kenyamanan kampus",p
Ditanam lebih banyak pohon dan tumbuhan,p
Ac kurang cies,n
Kelasnya diperbanyak acnya,n
Sebaiknya ruang kelas lebih dijaga kebersihannya dan ac yang tidak pernah dingin,p
Ac yang kadang2 mati,n
"Ac kurang, wifi kurang",n
Kurang baiknya fasilitas pendingin udara/ac dan kurang terjaganya jaringan wifi diluar,n
"Acnya bau jarang dibersihin, ruangan tidak bersih cat tembok kotor bangaet, tidak nyaman kelasnya",n
"Ac banyak yang mati, wifi sinyalnya sangat lemah, wc perlu ditambah",n
Acnya nggak dingin,n
Acnya kurang dingin,n
Acnya kurang dingin b110,n
Menambahkan fasilitas dikelas agar lebih nyaman,n
Wife ditambah aksesnya,n
Perbaiki fasilitas,p
Ruang kelas ac ruangan rapi dan bersih dan wifi,p
Perbaiki sarana fasilitas kelas,p
Ac diperbanyak pendingin,p
Be better,p
Ac lama diganti ac baru,n
Tolong diperhatikan untuk acnya kurang dingin,n
"Acnya kurang dingin, ruangannya ada yang masih pakai kipas angin saat jam siang kegiatan perkuliahan menjadi tidak efektif karena mahasiswa sibuk kipas2",n
Segera membenahi ac di ruang b110 guna kenyamanan proses belajar,p
"Bapak andrean emaputra, s.t., m.sc. good jobs sarana penunjang ac tolong diganti",p
White board udah banyak bercak harus diganti baru agar proses pembelajaran berjalan dengan lancar,p
Plis ac,n
Kurang jelas,n
Fasilitas mohon diperbaiki lagi seperti ac yang belum ada ac mohon dipasang ac,p
"Ac mati, wifi mati",n
"Ac diperbaharui, kursi kurang nyaman, wifi kurang cepat",n
Ruangan perlu 5 ac agar tidak fokus pada sumuk,n
Ruangan yang dipakai panas,n
Gantii screen lcd dikelas seihingga lebih jelas pengoptimalan penggunaan ac yang kurang maksimal (kurang dingin walaupun sudah diganti baru),p
Kalau bisa dilab pengok dipasang wifi gratis/wifi id,p
Wifi harus lebih stabil,p
"Banyak sedekah nilai pak atur iswahyudi, s.kom,se.m.cs free wifi kecepatan tinggi",p
"Tolong berikan fasilitas atm, sehingga mahasiswa tidak kesusahan mengambil uang apalagi jika ingin membayar kuliah",p
Atm bri mahasiswa kesulitan mengambil uang dan harus keluar kampus tolong dibuatkan atm bri,p
"Jangan pelit kalih nilai pak catur iswahyudi, s.kom,se.m.cs",n
Tolong adain atm bri dan bni terimakasih kebersihan kampus tolong ditingkatkan lagi tolong kampusnya dicat keseluruhan biar agak kelihatan cantik,p
"Tolong diberi atm bersama dikampus ruang tambah ac, speed internet ditambah",p
Wifi tolong diupgrade,n
"Sediakan atm bri taruh kursi tunggu didepan setiap ruang kelas, agar mahasiswa yang menunggu dosen tidak duduk dibawah/dilantai",p
Sediakan atm machine kalau bisa bri,p
"Fasilitas ac ditingkatkan, kurang dingin, cat diganti, banyak2 dikasih peringatan supaya yang melanggar malu sendiri",n
Fasilitas mana? bayar spp aja mahal,n
No comment,n
"Metode pembelajaran bagus catur iswahyudi, s.kom,se.m.cs",p
"Memberi materi terlalu cepat dan sulit dipahami drs. ignatius suraya, m.cs.",n
"Kurangnya ac, kurangnya wifi yang bisa diakses setiap saat dan setiap tempat dikampus",n
Layanan wifi harus diadakan ruangannya panas kurang ac,n
Ac kurang dingin,n
"Dalam penulisan materi tidak jelas dan penjelasan kurang jelas drs. ignatius suraya, m.cs.",n
"Untuk penjelasan mohon diperjelas drs. ignatius suraya, m.cs.",p
"Untuk penjelasan drs. ignatius suraya, m.cs.",n
"Pengajaran yang diajarkan kurang jelas, dosen kurang peduli terhadap mahasiswa",n
"Kalo menjelaskan yang jelas dan tulisannya yang harus bisa dibaca mahasiswa drs. ignatius suraya, m.cs.",p
"Wifi harus gratis dan cepat, ac kurang banyak",n
Kelas tidak nyaman ac tidak berfungsidengan baik,n
Tolong ac diruangan diperbaharui kami belajar kurang nyaman kareaa anas sarana dan prasarana diperbaharui,n
Ac dibenerin terutama b110,n
Sarana dan prasarana diperbaiki lagi,p
Dosen yang patut ditiru pak andrean,p
Dosen mtk terapan nol besar,n
Go green kampus,p
Ac nya tolong cek setiap ruangan dan lcd,p
Ac yang rusak kami moho diganti agar saat kegiatan mengajar terganggu,p
Ac kelas kurang dingin,n
"Saya kurang jelas jika belajar drs. ignatius suraya, m.cs.",n
Cat ulang kampus,n
Dari segi sumber materi kurang lengkap,n
Pak kalok jelaskan yang jelas dan kalok terangkan jangan cepat2,n
"Pembelajaran terlalu cepat dan tulisan dipapan tulis tidak jelas drs. ignatius suraya, m.cs.",n
"Semoga pembelajarn dikelas lebih ditingkatkan dan dibuat ... agar mahasiswa bisa aktif dan tidak jenuh drs. ignatius suraya, m.cs.",p
"Lebih ditingkatkan lagi dalam mengajar mahasiswa pak drs. ignatius suraya, m.cs.",p
"Kalo menerangkan kalo bisa lebih jelas drs. ignatius suraya, m.cs.",p
"Kalo menerangkan mohon lebih jelas drs. ignatius suraya, m.cs.",p
"Dalam menyampaikan materi tolong diperjelas lagi drs. ignatius suraya, m.cs.",p
"Baik dan maksimal pembelajaran ir. saiful huda, mt.",p
Kurangnya ac dikelas kurang wifi buat pembelajaran,p
Layanan ac kurang layanan wifi kurang memungkinkan,n
"Mengajarnya jangan terburu buru santai mawon pak ir. saiful huda, mt.",n
"Untuk pembelajaran diharapkan untuk semua mahasiswa diberikan akan saran mencari materi agar mahasiswa tidak binggung diharapkan diberikan sejenis paper ajar dapat diperluas dirumah, kuis jangan hanya mencongak .... dalam menerima penjelasan di dosen kurang lebih menangkap terimakasih ir. saiful huda, mt.",p
"Aku salut dengan dosen ini, berangkatnya dan masuk ruangannya lebih awal dari mahasiswa ir. saiful huda, mt.",p
"Pemberian materi dan cara mengajarnya jangan terlalu cepat ir. saiful huda, mt.",p
No comment,p
"Jangan terburu buru dalam mengajar ir. saiful huda, mt. terimakasih pak ir. saiful huda, mt. sudah mengajar kami dengan baik",p
Tembok kelas agar dicat ulang,p
"Kalau menerangkan terlalu cepat mohon pelan2 ir. saiful huda, mt.",p
"No comment, everything is ok",p
"Untuk fasilitas baik dalam kelas, luar kelas, maupun sekitar kampus misalnya lapangan, tempat parkir dll harus ditingkatkan lagi",p
Meja kurang nyaman dalam kelas,n
"Meja kurang nyaman dalam kelas, pengasihan nilai jangan kejam2 sadis i gusti gde badrawada, s.t., m.eng",n
"Ac kurang banyak, kurang dingin",n
Kursi perlu diperbaiki ruangan kelas banyak coretan kurang bersih,n
Meningkatkan sistem pembelajaran agar mahasiswa dapat meningkat pula,p
Wifi kampus tolong ditingkatkan pepohona tolong dibikin biar sejuk kampus kami,p
Supaya lebih baik lagi ditingkatkan,p
Ac nya ditambah agar nyaman,p
Gedung harus direnovasi agar tidak kuno lagi ac tambah,p
Kursi ganti kursi lipat,p
Tambahkan sarana ac dalam kelas,p
"Coba tanam pohon yang banyak biar tidak panas, sama wifi juga lama macam kura2 aja",n
Buruknya wifi non prabayar,n
Memberi toleransi pada mahasisswa,p
"Anda arif bijaksana dan cocok jadi pemimpin (imam sodikin, s.t,m.t)",p
"Lebih tingkatkan lagi fasilitas kampus hanya kursi yang sudah rusak perlu diganti, banyak ruangan yang tidak dingin perlu ac tambahan",p
Sebaiknya fasilitas kursi diperbaharui serta lantainya dikeramik,p
Tingkatkan fasilitas kelas,p
"Pemberian nilai untuk mahasiswa harap ditambah (tidak kecil sekali) i gusti gde badrawada, s.t., m.eng ac kurang adem ",n
Fasilitas kelas,p
Perlu ditambah sarana parkir,p
"Dalam raung kelas terlalu banyak mahasiswa sehingga bosan dan kepanasan, kalau bisa ac ditambah lagi",n
Ac nya rusak,n
Perpustakaan disarankan untuk mengizinkan mahasiswa belajar didalam perpustakaan,p
Diberi ruang bebas asap rokok,p
Fasilitas wifi diperbaiki karena mahasiswa membutuhkan,p
Renovasi bangunan harga mati,n
Sarana perlu ditingkatkan untuk kenyamanan kegiatan belajar mengajar,p
"Tetap pertahankan ,anda dosen lur biasa",p
"Dosenya baik dan bijak,ada umpan balik (imam sodikin, s.t,m.t) sarannya ruangan direnovasi lagi",p
"Ruangan kurang dingin, tambah pewangi ruangan",n
"Lebih semangat mengajar (imam sodikin, s.t,m.t)",p
Untuk fasilitas ac diperbaharui tembok cat ulang agar lebih fresh,p
Kampus bocor semua,n
Kursi di kelas diganti dengan yang lebih baik kipas diganti ac wifi dilancarkan,n
"Wifi,ac,kursi,kantin direnovasi",n
Gws,p
"Semangat dan giat mengajar ir. adi purwanto, mt.",p
Kabel vga banyak rusak wifi diperbaiki ac untuk kelas,n
Tolong untuk sarana dan prasarana kampus diperbaiki sehingga mahasiswa menadi lebih betah dikampus,p
Kampus direhab/waktunya cat ulang parkir ditata ulang,p
"Wifi ac kampus 3 lcd,bangku dan whiteboard diganti tempat parkir diperluas",p
Runagan kampus 3 diberi ac wifi diperbaiki kursi ganti baru,p
Kampus 3 wifi dan diberi ac,p
Ac dan wifi,p
Ac pasang pliss,n
Ac dan wifi diperhatikan,p
Wifi kampus 3 ac kampus 3,p
Acnya kok panas,n
Kan dosen etika rekayasa 2 sebaiknya materinya nyambung agar enak,n
"Pertahankan terus metode kuliah seperti ini forza bu ismiradewi, s.psi., m.psi.",p
No comment,n
Tolong perbanyak ac di kampus 3 jangan pilih kasih merawat kampus,n
Ac kampus 3 dan 2 ,p
Tingkatkan kenyamanan dalam belajar khususnya ruang kelas,p
Parkiran diperluas dan diperbagus seperti ugm wifi lemot,n
Diperlukan kursi diluar kelas agar mahasiswa tidak duduk dilantai pada saat menunggu dosen,p
Kampus 3 ada ac lcd diperbaharui,p
Kampus 3 ac,p
Perbaharui kipas angin semua ruangan menjadi ac,p
Bak sampah diperbanyak tidur dikampus diperbolehkan,p
Wifi gratis tanpa pasword harap diperbanyak jaringan listrik ke hotspot jangan diputus tersedia e-book softcopy,p
Pasang ac,n
"Pembelajaran kurang melibatkan mahasiswa dan jika bisa adanya penilaian keaktifan mahasiswa ismiradewi, s.psi., m.psi.",p
"Sediakan atm tempat sampah cuma sedikit, tambah lagi lingkungan kurang hijau referensi buku masih kurang",n
Ac,n
"Kurang peningkartan belajar, materi yang disampaikan belum optimal ir. toto rusianto, m.t.",n
"Lebih toleransi pada keberagaman jawaban karena ini bukan ilmu pasti (drs.p.wisnubroto,m.si)",n
Wifi diperbaiki proyektor diperbaiki kipas diperhatikan kamar mandi agar dibersihkan dan diberi tempat sampah,n
Ac mohon dibenahi kenapa gak bisa dingin,n
"Tingkatkan lagi sarana kampus, banyak kursi yang rusak, banyak ruangan yang panas, perlu ditambah ac biar nyaman dalam kuliah",p
"Jangan pelit nilai karena tugas sudah dikerjakan berlembar lembar (drs.p.wisnubroto,m.si)",n
"Apabila dosen tersebut sakit/berhalangan hadir dimohon memberikan informasi terhadap mahasiswa yang mendapat matakuliah tsb ir. toto rusianto, m.t.",p
"Kalau uas/uts open book kabel lcd diperbaiki kebersihan ditingkatkan jangan pelit nilai (drs.p.wisnubroto,m.si)",n
"Lanjutkan pak ir. toto rusianto, m.t., jangan lupa bahagia, ojo panik, mari piknik",p
"Dalam menjelaskan diharpakan memberi contoh yang kongkrit dan jangan ngomong terus (drs.p.wisnubroto,m.si) minta ac",p
Aman pak,p
Sebaiknya diberikan modul kewirausahaan agar lebih mudah dalam pembelajaran,p
Tolong wifinya diperhatikan,n
Siap pak,p
Wifi ynag lancar ac dikampus 3 kantin diperluas parkiran diperluas bangunan diperbaiki,p
Tingkatkan fasilitas kelas pak,p
Diberi raung bebas rokok,p
Wifi kampus 3,p
Ac kurang adem,n
Untuk jaringan wifi agar diperbaiki,p
Tingkatkan lagi fasilitas kampusnya ,p
Ac dipasang dikelas kantin tambah makanan berat wifi kampus 3 dipasang agar bisa diakses,p
"Qifiac,bangku,kantin,tempat parkir diperbaiki/diganti",p
Ac,p
"Fasilitas kampus harus diperbaiki lagi seperti lab, tempat komunikasi",p
Wifi yang lancar bangunan diperbaiki kantin okampus,p
Tingkatkan semua fasilitas mahasiswa,p
Wifi kampus pengok ruang kelas ber ac dimapus 3 parkiran diperluas kampus 3,p
Wifi lemot fasilitas parkiran kantin,n
Tingkatkan lagi pelayanan baa dan semua fasilitas mahasiswa,p
Sebaiknya fasilitas kuliah pembelajaran diperbaharui supaya lebih menarik lagi,p
Nilai lebih baik,n
Nilai lebih baik lagi,n
Wifi harus ditingkatkan lagi bank bukopin loketnya harus ditambah,p
Nilai lebih baik lagi,n
"Tolong acnya dibenerin, wifinya kena semua di penjuru kampus, panas kelasnya",n
Kursi kampus ganti kursi lipat,n
"Memberikan referensi yang tepat untuk materi perkuliahan ir. toto rusianto, m.t.",p
Ac,n
Lampu peneragan kelas tidak seluruhnya hidup,n
"Satpamnya, wifi dan listrik dimatikan tanpa alasan yang jelas",n
"Kampus macam apa yang tidak ada tamannya, panas lakukan reboisasi segera",n
"Ac tolong diperbaiki, panas diruangan",n
"Kebersihan kelas dan ruang kelas panas saat proses belajar, mohon diperbaharui dengan ac atau ditambah",p
Kipas angin dan ac,n
"Ac harus dikasih, tidak dinginw wifi gratis dan nggak lemot",n
Ruangan tidak ada pewangi,n
Bisa menjadi dosen yang lebih baik,n
Apakah kalian tidak memikirkan mahasiswa mau belajar dan duduk dimana ketika menunggu jam kuliah taman kamousnya mana?,n
Ac mati tidak pernah dibetulkan,n
"Ac panas, kabel internet depan baa dipasang lagi",n
"Kabel internet depan baa dibalikin, ac ditambah",n
"Ac panas, kabel internet depan baa dipasang lagi, ista slot lemot, bagi user wifi.id",n
"Hargailah tugas mahasiswa dan nilailah yang baik dan sesuai (ir.hary wibobo,m.t)",n
Di kelas gambar teknik agar nyaman belajar,n
Ruangan b112 acnya tidak dingin,n
"Ac diperbaiki, panas nggak bisa konsentrasi",n
